"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834891","1.1.1.4","31","","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834892","1.1.1.5","13500","A","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834893","1.1.2.1","35","","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834894","1.1.2.2","17","","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88834895","1.1.2.3","14200","A","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834896","1.1.2.4","24","","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834897","1.1.2.5","12200","A","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834898","1.1.3.1","22","","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834899","1.1.3.2","14","","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88834900","1.1.3.3","12000","B","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834901","1.1.3.4","49","","","","0"
"2015","Canada","2016A000011124","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834902","1.1.3.5","12000","B","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834903","1.2.1.1","54","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834904","1.2.1.2","45","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88834905","1.2.1.3","28000","A","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834906","1.2.1.4","34","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834907","1.2.1.5","24000","A","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834908","1.2.2.1","43","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834909","1.2.2.2","39","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88834910","1.2.2.3","23000","A","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834911","1.2.2.4","35","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834912","1.2.2.5","18300","A","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834913","1.2.3.1","24","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834914","1.2.3.2","29","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88834915","1.2.3.3","21000","A","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834916","1.2.3.4","41","","","","0"
"2015","Canada","2016A000011124","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834917","1.2.3.5","22000","B","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834918","1.3.1.1","46","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834919","1.3.1.2","41","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88834920","1.3.1.3","28000","A","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834921","1.3.1.4","36","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834922","1.3.1.5","23000","A","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834923","1.3.2.1","32","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834924","1.3.2.2","31","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88834925","1.3.2.3","20000","A","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834926","1.3.2.4","38","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834927","1.3.2.5","16300","A","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834928","1.3.3.1","26","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834929","1.3.3.2","35","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88834930","1.3.3.3","25000","A","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834931","1.3.3.4","40","","","","0"
"2015","Canada","2016A000011124","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834932","1.3.3.5","22000","B","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834933","1.4.1.1","36","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834934","1.4.1.2","54","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88834935","1.4.1.3","33000","A","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834936","1.4.1.4","32","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834937","1.4.1.5","31000","A","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834938","1.4.2.1","26","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834939","1.4.2.2","46","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88834940","1.4.2.3","26000","A","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834941","1.4.2.4","35","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834942","1.4.2.5","24000","A","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834943","1.4.3.1","19","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834944","1.4.3.2","41","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88834945","1.4.3.3","27000","A","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834946","1.4.3.4","34","","","","0"
"2015","Canada","2016A000011124","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834947","1.4.3.5","27000","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834948","2.1.1.1","45","","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834949","2.1.1.2","18","","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88834950","2.1.1.3","14400","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834951","2.1.1.4","31","","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834952","2.1.1.5","12300","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834953","2.1.2.1","30","","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834954","2.1.2.2","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88834955","2.1.2.3","14200","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834956","2.1.2.4","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834957","2.1.2.5","11800","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834958","2.1.3.1","19","","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834959","2.1.3.2","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88834960","2.1.3.3","11700","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834961","2.1.3.4","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834962","2.1.3.5","10300","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834963","2.2.1.1","53","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834964","2.2.1.2","42","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88834965","2.2.1.3","28000","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834966","2.2.1.4","28","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834967","2.2.1.5","27000","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834968","2.2.2.1","42","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834969","2.2.2.2","41","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88834970","2.2.2.3","22000","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834971","2.2.2.4","31","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834972","2.2.2.5","18900","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834973","2.2.3.1","24","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834974","2.2.3.2","25","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88834975","2.2.3.3","24000","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834976","2.2.3.4","38","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834977","2.2.3.5","31000","C","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834978","2.3.1.1","33","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834979","2.3.1.2","38","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88834980","2.3.1.3","23000","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834981","2.3.1.4","34","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834982","2.3.1.5","14100","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834983","2.3.2.1","20","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834984","2.3.2.2","36","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88834985","2.3.2.3","21000","A","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834986","2.3.2.4","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834987","2.3.2.5","14200","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834988","2.3.3.1","20","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834989","2.3.3.2","20","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88834990","2.3.3.3","17400","B","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834991","2.3.3.4","40","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834992","2.3.3.5","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834993","2.4.1.1","31","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834994","2.4.1.2","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88834995","2.4.1.3","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88834996","2.4.1.4","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88834997","2.4.1.5","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88834998","2.4.2.1","21","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88834999","2.4.2.2","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835000","2.4.2.3","30000","E","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835001","2.4.2.4","","x","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835002","2.4.2.5","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835003","2.4.3.1","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835004","2.4.3.2","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835005","2.4.3.3","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835006","2.4.3.4","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835007","2.4.3.5","","..","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835008","3.1.1.1","63","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835009","3.1.1.2","21","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835010","3.1.1.3","16000","A","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835011","3.1.1.4","20","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835012","3.1.1.5","13000","B","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835013","3.1.2.1","47","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835014","3.1.2.2","15","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835015","3.1.2.3","14000","A","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835016","3.1.2.4","17","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835017","3.1.2.5","11500","B","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835018","3.1.3.1","30","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835019","3.1.3.2","14","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835020","3.1.3.3","11700","B","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835021","3.1.3.4","40","","","","0"
"2015","Prince Edward Island","2016A000211","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835022","3.1.3.5","10700","B","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835023","3.2.1.1","60","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835024","3.2.1.2","63","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835025","3.2.1.3","38000","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835026","3.2.1.4","","..","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835027","3.2.1.5","34000","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835028","3.2.2.1","49","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835029","3.2.2.2","67","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835030","3.2.2.3","32000","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835031","3.2.2.4","17","","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835032","3.2.2.5","25000","A","","","0"
"2015","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835033","3.2.3.1","29","","","","0"
